Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which maternal factor poses a significant prenatal risk because it can directly reduce oxygen available to the fetus?,Moderate exercise,Smoking,Morning sickness,Reading aloud,2,"Smoking reduces oxygen supply to the fetus, increasing risk for low birth weight and developmental complications.",Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Which paternal factor has been linked to developmental risk in offspring?,Paternal eye color,Paternal age,Paternal birth order,Paternal handedness only,2,Advanced paternal age is associated with increased risk of genetic mutations affecting development.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"The zygote, embryo, and fetus represent:",psychosocial stages,three phases of prenatal development,three types of twinship,three patterns of temperament,2,"Prenatal development progresses through germinal (zygote), embryonic, and fetal stages.",Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"A baby born weighing below 2,500 grams is classified as:",postmature,low birth weight,small-headed,preoperational,2,"Low birth weight is defined as less than 2,500 grams at birth.",Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"Which newborn assessment primarily evaluates reflexes, muscle tone, color, respiration, and heart rate shortly after birth?",Stanford-Binet,Denver II,Apgar scale,Bayley scale,3,The Apgar scale assesses newborn physical condition immediately after birth.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Cephalocaudal development refers to growth that proceeds:,from the center outward,from head to toe,from toe to head,from the outside inward,2,Cephalocaudal development describes progression from head downward.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
The disappearance of many unused neural connections in early development is called:,habituation,assimilation,synaptic pruning,scaffolding,3,"Synaptic pruning eliminates unused neural pathways, improving efficiency.",Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"According to dynamic systems theory, motor development results from:",maturation alone,reinforcement alone,"interaction among neural, muscular, perceptual, and environmental systems",reflex suppression only,3,Motor skills emerge from coordinated interaction of multiple systems.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Piaget's sensorimotor stage is characterized primarily by:,hypothetical reasoning,symbolic algebra,learning through sensory and motor activity,formal moral thinking,3,Infants learn through direct interaction with their environment via senses and actions.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Object permanence refers to understanding that:,moving objects are dangerous,objects continue to exist even when out of sight,all objects have names,symbols and objects are identical,2,Object permanence is a key cognitive milestone in infancy.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Habituation is best defined as:,increased response to a repeated stimulus,decreased response to a familiar repeated stimulus,forming an emotional bond with a caregiver,generalizing from one problem to another,2,Habituation reflects learning by reduced attention to repeated stimuli.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"A child calls all four-legged animals ""dog."" This is an example of:",overextension,underextension,telegraphic speech,fast mapping,1,Overextension occurs when a word is applied too broadly.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Noam Chomsky is best known for proposing that:,language is learned only through imitation,language development depends on a biologically based capacity,moral development proceeds in stages,attachment develops through reinforcement,2,Chomsky proposed an innate language acquisition mechanism.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Which finding best supports a social-contextual view of language development?,Language emerges without any social input.,Caregiver-child interaction helps shape language growth.,Vocabulary growth depends only on maturation.,Syntax appears suddenly and independently of experience.,2,Social interaction plays a critical role in language acquisition.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"In classical conditioning, learning occurs when:",a behavior is strengthened by its consequences,two stimuli become associated,an infant mentally represents an object,a child imitates a model for reward,2,Classical conditioning involves forming associations between stimuli.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Erikson described the central psychosocial task of infancy as:,autonomy versus shame and doubt,trust versus mistrust,initiative versus guilt,identity versus role confusion,2,Infants develop trust when caregivers are reliable and responsive.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"Ainsworth's ""securely attached"" infant is most likely to:",ignore the caregiver upon reunion,show little distress at separation and avoid contact on reunion,seek contact with the caregiver and be comforted at reunion,display disorganized and contradictory behavior only,3,Secure attachment is characterized by comfort and trust in the caregiver.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Temperament refers to:,learned moral standards,biologically based individual differences in emotional reactivity and self-regulation,stable intelligence across the life span,attachment to siblings,2,Temperament reflects innate differences in emotional style.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Social referencing occurs when an infant:,names familiar objects,uses another person's emotional reaction to guide behavior,shows object permanence,imitates sounds without meaning,2,Infants look to caregivers' cues to interpret unfamiliar situations.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
The emergence of autonomy in toddlerhood is most closely linked to:,shame over fantasy play,efforts at self-control and independent action,mastery of formal logic,pubertal timing,2,Toddlers strive for independence and self-regulation.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Nonorganic failure to thrive is most strongly associated with:,inherited endocrine disease only,severe neglect and disturbed caregiving,early symbolic play,excessive peer contact,2,It often results from emotional and environmental deprivation.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
"In Piaget's theory, preoperational children are especially likely to show:",reversible thinking,egocentrism and centration,formal operational logic,abstract propositional reasoning,2,Preoperational thought is limited by inability to consider multiple perspectives.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Conservation tasks assess whether children understand that:,all people think the same way,quantity remains the same despite changes in appearance,rules should never be broken,memory is permanent,2,Conservation reflects logical reasoning about physical properties.,Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
Theory of mind refers to understanding that:,the brain stops developing in early childhood,people have mental states that may differ from reality and from one another,children cannot deceive before adolescence,language causes intelligence,2,"Theory of mind involves understanding beliefs, intentions, and perspectives.",Medium,Developmental Psychology,Chapter 2,Chapter 2 Set 2
